tag,slug,title,description,icon,content,language_id,region,content_type,created_by,cosmos_language_id,questions,level,standalone
action-card,res-action-card-violence-against-women,Violence against women,Violence against women,960919b28971420ab182bf5d113b319e,275b1f9060014af892237a764964ed9c,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-caring-for-the-carer,Caring for the carer,Caring for the carer,dbdaa91ba39b49dab8336f71f6e30ce7,71a60403afd2425084c1466182342da8,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-screening-tool-in,Screening tool (IN),Screening tool (IN),ff390502924845028f9917f9a33e883f,ed75f2226190486bbf47e572455cc167,,africa,original,mohit@maternity.dk,,,,
procedure,res-procedure-treatment-options-ind,Treatment options (IND),Treatment options (IND),605fef0049a14853bd0db1471cc52912,2a527a6bc2a140de814299564dcad163,,africa,original,neelam@maternity.dk,,,,
procedure,res-procedure-treatment-options,Treatment options,Treatment options,2aacf17a89bc4573ad27fb4c2b40686c,b1d3c8eb7dc643d2b133f3a8ca3d7864,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-breastfeeding-and-contraception,Breastfeeding and contraception,Breastfeeding and contraception,14fe6e6cbc5f477ba474890f2ff897f3,7007e37d41cc4823a83fdaccf2d85722,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-contraceptive-counselling,Contraceptive counselling,Contraceptive counselling,553c90cb6a594b62a862c7b9d72e5088,9861514f2ca244039bc82fe71460d692,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-contraceptive-counselling-ind,Contraceptive counselling (IND),Contraceptive counselling (IND),02593789a39e4185a0411c6d75607833,4201cfb4f8b34c549295dc3b34e11b19,,africa,original,neelam@maternity.dk,,,,
action-card,res-action-card-long-acting-reversible-contraceptives-larcs,Long acting reversible contraceptives (LARCs),Long acting reversible contraceptives (LARCs),4269da4f3502443b9e7399f238324817,a4f18c9b2bd140eaa7e12a71a1892c9f,,africa,original,neelam@maternity.dk,,,,
action-card,res-action-card-mec-wheel,MEC Wheel,MEC Wheel,817823df368c434d9bfc9159e06474ff,0bb255b035eb40a3b64b70031194c001,,africa,original,neelam@maternity.dk,,,,
action-card,res-action-card-permanent-methods,Permanent methods,Permanent methods,eec84efb56ef4daaa0a2988c29311890,97d776b2bc8d46d78efca751699caabb,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-pregnancy-checklist,Pregnancy checklist,Pregnancy checklist,254ce7ebad18407c92a8c803ccdc2c5a,14f467e87d924ca5810c6944fe839892,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-short-acting-reversible-contraceptives-sarcs,Short acting reversible contraceptives (SARCs),Short acting reversible contraceptives (SARCs),2cd6457a31804361a2c4529f3432d77e,81548450be0440a59ac7aab4293cb3ea,,africa,original,neelam@maternity.dk,,,,
action-card,res-action-card-timing-of-initiation-of-contraceptive-methods,Timing of initiation of contraceptive methods,Timing of initiation of contraceptive methods,999b6052f5d54270bf03c33dac8b7dcb,cb5d24b852c946d1a2ae9d9f28b87c84,,africa,original,neelam@maternity.dk,,,,
procedure,res-procedure-implant-insertion,Implant insertion,Implant insertion,bce90ebdcc8644b9a6aabfcfa8235a21,2d96c9632e484bbab09e74c4f7d41a86,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-implant-removal,Implant removal,Implant removal,d64dfc77f87f41ed81e6090428f971b3,acf8459381b04c7eaf4f0b2b263aa5d9,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-iud-ius-insertion,IUD/IUS insertion,IUD/IUS insertion,dec2ee89867043528286f33218ab0bd9,7b4e43717bb04b359f2783a62c61e9f3,,africa,original,mohit@maternity.dk,,,,
procedure,res-procedure-iud-ius-removal,IUD/IUS removal,IUD/IUS removal,91fd8113d47d421297f483cdddba4292,8c200e69ee214d62a8c4881d6d304e6d,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-use-of-condom,Use of condom,Use of condom,3ba2c82fd81240e895a6777914ad4fc0,0213b0f8874547e8b81cdb99e621ed4c,,africa,original,neelam@maternity.dk,,,,
drug,res-drug-centchroman-pills,Centchroman Pills,Centchroman Pills,e739c3e265ae41a190a4840dfe39b604,3362cc1583e24bf2ba1deb66e78f890d,,africa,original,neelam@maternity.dk,,,,
drug,res-drug-combined-contraceptive-patch,Combined contraceptive patch,Combined contraceptive patch,e739c3e265ae41a190a4840dfe39b604,992d3d855b7a47caa00ac1815a26e5e9,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-combined-oral-contraceptives,Combined oral contraceptives,Combined oral contraceptives,e739c3e265ae41a190a4840dfe39b604,f330c2b4765a43be8d9e14be5dfa941b,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-contraceptives-implant,Contraceptives  Implant,Contraceptives  Implant,e739c3e265ae41a190a4840dfe39b604,906b79de14a94fffbc7caf0a6bc82fe8,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-contraceptives-injectable-depo-provera,Contraceptives  Injectable Depo-Provera,Contraceptives  Injectable Depo-Provera,e739c3e265ae41a190a4840dfe39b604,b375896f208c4514961ebb95a85e8160,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-contraceptives-intrauterine-device,Contraceptives  Intrauterine device,Contraceptives  Intrauterine device,e739c3e265ae41a190a4840dfe39b604,053b1debbcef42fcb9f5aecb5b9e294d,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-contraceptives-overview,Contraceptives Overview,Contraceptives Overview,e739c3e265ae41a190a4840dfe39b604,06c3b5ed64b8454589c629fc104855cf,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-copper-intrauterine-device-iud,Copper intrauterine device (IUD),Copper intrauterine device (IUD),e739c3e265ae41a190a4840dfe39b604,58a9f100d1614ecdb5f4bfd5c82a5206,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-emergency-contraceptive-pills,Emergency contraceptive pills,Emergency contraceptive pills,e739c3e265ae41a190a4840dfe39b604,bbe386b32f3543a8a79380cdf42b3b58,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-hormonal-intrauterine-device-ius,Hormonal intrauterine device (IUS),Hormonal intrauterine device (IUS),e739c3e265ae41a190a4840dfe39b604,e094a293a65a43218b0084555ec7fd92,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-monthly-injectables,Monthly Injectables,Monthly Injectables,e739c3e265ae41a190a4840dfe39b604,ec6274b4ad134229a8b3f6db2e17067c,,africa,original,katrine@maternity.dk,,,,
drug,res-drug-progesterone-only-pills,Progesterone-only pills,Progesterone-only pills,e739c3e265ae41a190a4840dfe39b604,7454b139e1b1431a82474606cf1403c9,,africa,original,katrine@maternity.dk,,,,
drug,res-drug-progestin-only-injectables,Progestin-Only injectables,Progestin-Only injectables,e739c3e265ae41a190a4840dfe39b604,6818f7b5ad1e49dda64d762b0b302803,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-vaginal-rings,Vaginal rings,Vaginal rings,e739c3e265ae41a190a4840dfe39b604,25f9645707e344c0b3110f6cde7eb647,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-xylocaine,Xylocaine,Xylocaine,e739c3e265ae41a190a4840dfe39b604,14a9f769cc484d16b85a5a48613b0a63,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-birth-and-emergency-plan,Birth and emergency plan,Birth and emergency plan,629be6ec5c9b4d6f85fb8eb29d5cebf9,0f44b7030f414a1ebb79415b9d491faa,,africa,original,frederikke@maternity.dk,,,,
action-card,res-action-card-interventions-for-common-physiological-symptoms,Interventions for common physiological symptoms,Interventions for common physiological symptoms,c05de4af04cb450b8f2a34eb453f92f7,5ea4f9c552c2471db2373a38ef220dc2,,africa,original,frederikke@maternity.dk,,,,
action-card,res-action-card-nutrition-and-lifestyle,Nutrition and lifestyle,Nutrition and lifestyle,24047bc8094f4a96b02c0b411408caec,b69962cd12af4fd4b3b0d155bd273a33,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-respectful-antenatal-care,Respectful Antenatal Care,Respectful Antenatal Care,712e1bf2aa434a5a8c7d7b0cbe577e66,b47b30f873634221948d0792bc010cdd,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-significant-symptoms-of-antenatal-complications,Significant Symptoms of Antenatal Complications,Significant Symptoms of Antenatal Complications,ee44967431cf4a71afe85feb1ce1fcf6,a210ce6286364eeca3ccc95628463c29,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-threatened-preterm-labour,Threatened Preterm Labour,Threatened Preterm Labour,e5a2affc80804bc0aff16edd7531cb79,9ccd8765229148cbb850dec966186221,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-foetal-assessments,Foetal Assessments,Foetal Assessments,339c74e256824b3f8b088e5d39373027,474ae0858465496d92729b22a3c8f25d,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-india-preventative-management-interventions,INDIA - Preventative Management Interventions,INDIA - Preventative Management Interventions,729d21c5eaa3404cb937ed1539099ce9,38aff0b668f2424a9bce676f9e010f83,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-india-routine-maternal-screening-and-tests,INDIA - Routine Maternal Screening and Tests,INDIA - Routine Maternal Screening and Tests,ddf7725ed1544e1f956b4c7245b6abc6,3e1fc0f60c154e0aa6bab7c38899f4ab,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-preventative-management-interventions-eth,Preventative Management Interventions (ETH),Preventative Management Interventions (ETH),729d21c5eaa3404cb937ed1539099ce9,623ac80410df4c7a8651db40ab1164a6,,africa,original,nanna@maternity.dk,,,,
procedure,res-procedure-preventative-management-interventions-kyr,Preventative management interventions (KYR),Preventative management interventions (KYR),729d21c5eaa3404cb937ed1539099ce9,e2a35e1f858c4a8e9d0f8d15098dbe82,,africa,original,juliemollar@maternity.dk,,,,
procedure,res-procedure-preventative-management-interventions-png,Preventative Management Interventions (PNG),Preventative Management Interventions (PNG),729d21c5eaa3404cb937ed1539099ce9,d9d81f03c9d04a5a967d499bc45dbb54,,africa,original,nanna@maternity.dk,,,,
procedure,res-procedure-preventative-management-interventions,Preventative Management Interventions,Preventative Management Interventions,729d21c5eaa3404cb937ed1539099ce9,4522e166670540829084e6d776ddb931,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-routine-maternal-screening-and-tests,Routine Maternal Screening and Tests,Routine Maternal Screening and Tests,ddf7725ed1544e1f956b4c7245b6abc6,40f42f8b7c6e49ee93fdfb65ec0a2364,,africa,original,natalia@maternity.dk,,,,
drug,res-drug-albendazole,Albendazole,Albendazole,9ee8ed345e264672bdd75d8593491b6e,6cc66d3ec4a043b09e8f0afc97d125c0,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-benzathine,Benzathine,Benzathine,9ee8ed345e264672bdd75d8593491b6e,2df414ee7065447c954f618c350d13e1,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-calcium-supplementation,Calcium supplementation,Calcium supplementation,9ee8ed345e264672bdd75d8593491b6e,019be35f4aab4256b9fdfbfecf56bbd9,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-folic-acid,Folic Acid,Folic Acid,9ee8ed345e264672bdd75d8593491b6e,077d884663484781951c98244cb5101d,,africa,original,sarah@maternity.dk,,,,
drug,res-drug-iron-folic-acid-supplementation-new,Iron/Folic acid supplementation (NEW),Iron/Folic acid supplementation (NEW),9ee8ed345e264672bdd75d8593491b6e,63825a27f9484a0a81bdfec99eb61dfc,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-mebendazole,Mebendazole,Mebendazole,9ee8ed345e264672bdd75d8593491b6e,7507a6ab7ffe47b3aa0b81aa11002c77,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-sulfadoxine-pyrimethamine-iptp-sp,Sulfadoxine-pyrimethamine (IPTp-SP),Sulfadoxine-pyrimethamine (IPTp-SP),9ee8ed345e264672bdd75d8593491b6e,76615c09e41a46108edf48b5ad973988,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-tetanus-and-adult-diphtheria-td,Tetanus and adult diphtheria (Td),Tetanus and adult diphtheria (Td),9ee8ed345e264672bdd75d8593491b6e,d3ac3d66a70c4fa0a0dc02cc32cf8751,,africa,original,sarah@maternity.dk,,,,
drug,res-drug-tetanus-vaccination,Tetanus vaccination,Tetanus vaccination,9ee8ed345e264672bdd75d8593491b6e,621b19d7afe5436d962f9d3d4c2e0e68,,africa,original,natalia@maternity.dk,,,,
drug,res-drug-vitamin-a-supplementation,Vitamin A supplementation,Vitamin A supplementation,9ee8ed345e264672bdd75d8593491b6e,35b8fcf97ede4c2ba63cf20264977b7f,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-mother-new-2025,Mother (New 2025),Mother (New 2025),503508ba86f44cacaa3790798c56aafd,4bc1d278587f43c5b3b9cf6f36c3959c,,africa,original,frederikke@maternity.dk,,,,
action-card,res-action-card-mother,Mother,Mother,503508ba86f44cacaa3790798c56aafd,32ef4a94e4594b08988bf5b04d52c386,,africa,original,frederikke@maternity.dk,,,,
action-card,res-action-card-newborn,Newborn,Newborn,48a775834d1f4d0cbd87df8868515eba,dd2ea512d4304e5299c1365bb312cfab,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-comprehensive-breastfeeding-global,Comprehensive Breastfeeding(Global),Comprehensive Breastfeeding(Global),8048f2a863c8480c8d0f1016aa2fbe69,f35ea2e3946a435bb4c48f165acd803e,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-pelvic-floor-muscle-exercises,Pelvic floor muscle exercises,Pelvic floor muscle exercises,24ad61e29f294e24a24bc877d3f79936,8c33c5f4a3464d25baed9e8c2cc99b78,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-bcg-vaccine,BCG vaccine,BCG vaccine,a763e476a6b34adda23e22a155b40848,e0b54bf1fcb14a3886b8e93bc72da050,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-dtp-containing-vaccine,DTP containing vaccine,DTP containing vaccine,a763e476a6b34adda23e22a155b40848,dfad2a8a6fd74091a158f206626f348f,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-haemophilus-influenzae-type-b-vaccine-hib-vaccine,Haemophilus influenzae type b vaccine (Hib vaccine),Haemophilus influenzae type b vaccine (Hib vaccine),a763e476a6b34adda23e22a155b40848,3d49b1ca303e4ee4bbb32fabd0981096,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-inactivated-polio-vaccine-ipv,Inactivated Polio Vaccine (IPV),Inactivated Polio Vaccine (IPV),a763e476a6b34adda23e22a155b40848,63051f2b70aa4ccbabfeb6992d9903c3,,africa,original,mohit@maternity.dk,,,,
drug,res-drug-oral-polio-vaccine-opv,Oral Polio Vaccine (OPV),Oral Polio Vaccine (OPV),a763e476a6b34adda23e22a155b40848,31b66f430bc44b5fbb39971d8add6bf2,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-pentavalent-vaccine,Pentavalent Vaccine,Pentavalent Vaccine,a763e476a6b34adda23e22a155b40848,c87243bb17bc4f348d901156cc860056,,africa,original,neelam@maternity.dk,,,,
drug,res-drug-pneumococcal-conjugate,Pneumococcal conjugate,Pneumococcal conjugate,a763e476a6b34adda23e22a155b40848,818f5b1857c04990bf873be38b505b9e,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-rotavirus-vaccine,Rotavirus vaccine,Rotavirus vaccine,a763e476a6b34adda23e22a155b40848,00f3ab4d2bda4cdbb8a2c240c8b08d76,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-vitamin-d,Vitamin D,Vitamin D,a763e476a6b34adda23e22a155b40848,67c6f338986f486c8f066d1c8b6add0e,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-bmi-calculation-and-recommended-weight-gain-in-pregnancy,BMI calculation and recommended weight gain in pregnancy,BMI calculation and recommended weight gain in pregnancy,,f751159d232a44d6a0ae04aeb9bfdb22,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-calculation-of-energy-requirement,Calculation of energy requirement,Calculation of energy requirement,,488ed7eb55c8465587853ce0839f52e8,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-hypoglycemia-in-women-with-gdm,Hypoglycemia in women with GDM,Hypoglycemia in women with GDM,,61399a5eab0242e1b9179f4a24e924b2,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-insulin-therapy-during-labour,Insulin therapy during labour,Insulin therapy during labour,,f3e4cd5247ac4000ad6e76ba0dfcb598,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-medical-nutrition-therapy-and-meal-plan-for-gdm,Medical Nutrition Therapy and Meal plan for GDM,Medical Nutrition Therapy and Meal plan for GDM,,fb10b6bfe0b1448bbd213d96a3333333,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-postpartum-care-of-women-with-gdm,Postpartum care of women with GDM,Postpartum care of women with GDM,,c10a6bfb452542bc87812a32e35e5f00,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-pre-conception-counselling-of-diabetic-women,Pre-conception counselling of diabetic women,Pre-conception counselling of diabetic women,,00c96950e7f84bd1b0e7866056bb3ee5,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-simple-and-complex-carbohydrates-selection,Simple and complex carbohydrates selection,Simple and complex carbohydrates selection,,800928f4e695475b8ae20c486302fae1,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-special-anc-for-women-with-gdm,Special ANC for women with GDM,Special ANC for women with GDM,,af0e54051591410d8ef34b212b43c4b6,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-administration-of-insulin-using-pen,Administration of insulin using pen,Administration of insulin using pen,,de180e52c4fa41e4806020591b09ae05,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-administration-of-insulin,Administration of insulin,Administration of insulin,,d62dd80a578a409fbdbc40ed6d600cde,,africa,original,nanna@maternity.dk,,,,
procedure,res-procedure-blood-glucose-measurement,Blood glucose measurement,Blood glucose measurement,,69a2a0643fe543fb89ecd368e2111478,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-capillary-blood-glucose-testing-on-newborns,Capillary blood glucose testing on newborns,Capillary blood glucose testing on newborns,,44934a91c77e49008414adc58755441c,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-oral-glucose-tolerance-test-ogtt,Oral Glucose Tolerance Test – OGTT,Oral Glucose Tolerance Test – OGTT,,5aee605cdefb4791bd7505b8002ab408,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-universal-testing-for-gdm-protocol,Universal testing for GDM - Protocol,Universal testing for GDM - Protocol,,bb8e73919fb74a7c91e5f892121491f6,,africa,original,sarah@maternity.dk,,,,
drug,res-drug-glucose,Glucose,Glucose,,ae86cb96299444c289acc9e099a5567a,,africa,original,sarah@maternity.dk,,,,
drug,res-drug-insulin,Insulin,Insulin,,a9a9086732d443deb30ef633c312cb0e,,africa,original,sarah@maternity.dk,,,,
drug,res-drug-metformin,Metformin,Metformin,,80dfe2e9bf0b4f12872094d66812ec15,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-checklist-1,Checklist 1,Checklist 1,5aae96e111f2435f8ec75b59fbc341fc,2871668cdc5040398f4f66e4e6b31591,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-checklist-2,Checklist 2,Checklist 2,5aae96e111f2435f8ec75b59fbc341fc,24767d07ae964a83888db648ef437104,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-algorithm-for-pregnant-women-with-suspected-or-confirmed-covid-19,Algorithm for Pregnant Women with Suspected or Confirmed COVID-19,Algorithm for Pregnant Women with Suspected or Confirmed COVID-19,5aae96e111f2435f8ec75b59fbc341fc,72a42c7874cd42f38c7f09dde361b005,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-postnatal-care,Postnatal Care,Postnatal Care,929358c7c83247e19a4c87c5342fc72e,00b8f0c0b6b941bb9a30b7ab9e926e4b,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-nbsu-admission-criteria,NBSU Admission Criteria,NBSU Admission Criteria,91d236aed7144f24b33fdb3cfa0a37a1,45c65b82e312494790f133498b0fade5,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-criteria-for-discharge-from-nbsu,Criteria for discharge from NBSU,Criteria for discharge from NBSU,7f629b299711445a870bd20161a4c67f,466287d1cfc64e42804d88180a089790,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-nutritional-supplements-for-lbw-babies,Nutritional supplements for LBW babies,Nutritional supplements for LBW babies,ccba415ae8954bf69e4d07691235510e,5e59ded0e54b4af7a7d819c223be2b25,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-neonatal-jaundice-india,Neonatal Jaundice India,Neonatal Jaundice India,e60b1eef08094376a9933ef852945268,722c6ca2f06b44f099fcf5df6f2b44e6,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-hms-bleeding-after-birth,HMS - Bleeding After Birth,HMS - Bleeding After Birth,e986c02925554c5f9eef4a2c78ff6fe2,f793ad6a32004ea88f10344e1369cf7b,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-hms-preeclampsia-and-eclampsia,HMS - Preeclampsia and Eclampsia,HMS - Preeclampsia and Eclampsia,61e84aeeee9b41aa9236ea692b26f84c,129d15014b3c413cab814aaaba22df5d,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-nepal-antenatal-care,Nepal - Antenatal Care,Nepal - Antenatal Care,9f04e5f973f547cda406413bc83de607,bbc250f1f200430394a3346751214de5,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-nepal-postnatal-care,Nepal - Postnatal Care,Nepal - Postnatal Care,3a155b6fe22d411abb99a21ca19c330a,0648142baff94d2da9a07bf5494f197d,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-postnatal-care-nepal,Postnatal Care - Nepal,Postnatal Care - Nepal,99b9081b65bc45e490a333d0398b7d08,d7938bed749540ecab84ba404626cd4c,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-well-being-of-fetus,Well-being of fetus,Well-being of fetus,66bdd61d4f844c5d9c2793e6ddb87a19,64c4cba41fda40b7b704242fcee638f8,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-cambodia-postnatal-care,Cambodia - Postnatal Care,Cambodia - Postnatal Care,929358c7c83247e19a4c87c5342fc72e,8a66808a79e946238647e6522e44b77e,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-link-to-remote-contacts-anc-videos,Link to Remote Contacts ANC Videos,Link to Remote Contacts ANC Videos,643472a65dc54da1bb68827162a61bed,9bc974416b83482d852efb8c78ebaa05,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-link-to-remote-contacts-pnc-videos,Link to Remote Contacts PNC Videos,Link to Remote Contacts PNC Videos,643472a65dc54da1bb68827162a61bed,0185d3f8db3e41009ce89bd75625f480,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-contraception-following-abortion,Contraception following abortion,Contraception following abortion,dec2ee89867043528286f33218ab0bd9,f38a292784dd4ebf8f3a349153a745ec,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-cervical-preparation-before-surgical-abortion,Cervical preparation before surgical abortion,Cervical preparation before surgical abortion,12e51715cd574ca690b7823deb78e104,37c35c92f2a54ae08ef2a04f25415eb6,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-pre-abortion-care-the-initial-assessment,Pre-abortion care: the initial assessment,Pre-abortion care: the initial assessment,f7eb3dbb452a4c86ba0cfe7c8c41f84b,b39b65d572b34c06b645ef5ab995ca14,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-overview-of-the-different-abortion-methods,Overview of the different abortion methods,Overview of the different abortion methods,39375ad86f2b4284928222a6b7c8240f,7f7764c5abf34b3a8ee68fc8f6c0db24,,africa,original,juliemollar@maternity.dk,,,,
action-card,res-action-card-laboratory-tests,Laboratory tests,Laboratory tests,c995f54d0f134e68be023bae0fa7376e,92adf4c51f004a1db7b2dae4cabad564,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-pain-management,Pain Management,Pain Management,11e5d11ba985490fbc879ef7c9a4937f,182b86ed3ba2466892a4328c96069365,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-treatment-regimens-for-medical-abortion-2-trimester,Treatment regimens for medical abortion 2. trimester,Treatment regimens for medical abortion 2. trimester,28608ce320184c599b15168326330c3c,f1e9398e39b447fcb63fa8b40760b911,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-warning-signs-abortion-complications,Warning signs/abortion complications,Warning signs/abortion complications,4f701f067e4c447a971a38cfd90c20e4,95b86829a5284d449d4e96a2a2f67c9a,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-treatment-regimens-for-medical-abortion-1-trimester,Treatment regimens for medical abortion 1. trimester,Treatment regimens for medical abortion 1. trimester,49bcd2bd44174c4d907afffeb6a77491,f3741556fed840f3ac355708bdda2a74,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-abortion-counselling,Abortion counselling,Abortion counselling,85ed4865f811476794f684fe2dbb68ff,8a4e949e29384b92a9bafb7b9f9944c6,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-antibiotic-prophylaxis-for-surgical-and-medical-abortion,Antibiotic prophylaxis for surgical and medical abortion,Antibiotic prophylaxis for surgical and medical abortion,a88585e145d94dec878e5f8a4710b161,07c3d2caca354c7782f010537f1564c4,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-telemedicine,Telemedicine,Telemedicine,643472a65dc54da1bb68827162a61bed,80c96bcf1c3d4e1e975e8258e85c99c8,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-exercises-in-hypertension,Exercises in hypertension,Exercises in hypertension,36528ccc4ff343129d5aea0894b39abb,b4bfe8083ca546b3a6ae65f0170ff832,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-risk-factors-causes,Risk factors/causes,Risk factors/causes,c35b49828ef3460d88cffe16fee50d6b,4fbfa9ccb875448eb4c01790549439d5,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-screening,Screening,Screening,b0818b26960c4c349f9a1744c4b6ea35,6f7df7c3286f4578903d8f91a1b3ff95,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-perinatal-mental-health-conditions,Perinatal mental health conditions,Perinatal mental health conditions,ae9a3f60eca0420d8e1b082012dc67a2,7708ef63ae2049cea20fbefa36f09f9f,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-infant-outcomes,Infant outcomes,Infant outcomes,3c935ce95a4d4f20a695b07bd1fcfb7e,dd04fb808c0a483e92da289dc468afa9,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-violence-against-women,Violence against women,Violence against women,960919b28971420ab182bf5d113b319e,29a25b88d6d440688b021e31cbcb3d0d,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-contraceptive-counselling,Contraceptive counselling,Contraceptive counselling,553c90cb6a594b62a862c7b9d72e5088,b8eb308a218b447db9ad9918b97b13f5,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-permanent-methods,Permanent methods,Permanent methods,eec84efb56ef4daaa0a2988c29311890,9ca3f102e2194a22963fecf4d716838a,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-nutrition-and-lifestyle,Nutrition and lifestyle,Nutrition and lifestyle,24047bc8094f4a96b02c0b411408caec,ddea52541ccb4590a3be76578894ec33,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-respectful-antenatal-care,Respectful Antenatal Care,Respectful Antenatal Care,712e1bf2aa434a5a8c7d7b0cbe577e66,f7a73d667b0844eda761255c62a74e47,,africa,original,sarah@maternity.dk,,,,
